Country,Title,Variety,City,Lat,Lng,PriceAverage,PointsAverage,Price Average,Points Average
Italy,Tenuta San Jacopo 2010 Poggio ai Grilli  (Chianti),Sangiovese,san giovanni valdarno,43.52,11.51,13.0,86,13.0,86
US,Ghost Hill 2012 Bayliss-Bower Vineyard Pinot Noir,Pinot Noir,newberg,45.28,-123.11,42.0,93,42.0,93
Australia,Moorooduc 2012 Robinson Vineyard Pinot Noir (Mornington Peninsula),Pinot Noir,somerville,-38.27,145.1,55.0,93,55.0,93
France,Pehu-Simonet 2010 Fins Lieux No 1 Millésimé Grand Cru Brut Pinot Noir (Champagne),Pinot Noir,reims,49.16,4.14,70.0,93,70.0,93
France,Lelarge-Pugeot 2005 Millésime Premier Cru Extra Brut  (Champagne),Champagne Blend,tinqueux,49.24,3.91,64.0,93,64.0,93
Portugal,João Teodosio Matos Barbosa 2013 Ninfa Escolha White (Tejo),Portuguese White,rio maior,39.34,-8.94,17.0,85,17.0,85
Spain,Vilarnau NV Brut Sparkling (Cava),Sparkling Blend,martorell,41.44,1.8,15.0,85,15.0,85
US,River's Edge 2013 Barrel Select Pinot Noir (Elkton Oregon),Pinot Noir,roseburg,43.64,-123.57,24.0,85,24.0,85
France,Luc Mérat NV La Diva Brut  (Champagne),Champagne Blend,tinqueux,49.3,3.94,60.0,85,60.0,85
Spain,Alan de Val 2013 Mencía (Valdeorras),Mencía,monforte de lemos,42.4,-7.09,17.0,85,17.0,85
Spain,Bodega Classica 2012 Hacienda Lopez de Haro Crianza  (Rioja),Tempranillo Blend,miranda de ebro,42.55,-2.76,13.0,85,13.0,85
Spain,Ramirez de la Piscina 2014 Viura (Rioja),Viura,miranda de ebro,42.57,-2.76,12.0,85,12.0,85
Italy,Tenute Cisa Asinari dei Marchesi di Gresy 2006 Grésy Chardonnay (Langhe),Chardonnay,alba,44.71,8.08,22.0,88,22.0,88
France,Morey-Blanc 2007  Auxey-Duresses,Chardonnay,beaune,46.98,4.77,55.0,88,55.0,88
Austria,Hans Moser 2008 Klausen Sauvignon Blanc (Burgenland),Sauvignon Blanc,eisenstadt,47.85,16.55,27.0,88,27.0,88
US,Acquiesce 2015 Belle Blanc White (Lodi),White Blend,lodi,38.19,-121.18,26.0,90,26.0,90
France,Château Lestruelle 2016  Bordeaux Blanc,Bordeaux-style White Blend,royan,45.32,-0.82,15.0,90,15.0,90
US,Cottonwood Canyon 2006 Synergy Classic Red (Paso Robles),Red Blend,santa maria,34.88,-120.34,68.0,90,68.0,90
Bulgaria,Edoardo Miroglio 2012 EM Mavrud (Thracian Valley),Mavrud,kermen,42.4,26.16,16.0,90,16.0,90
US,Estate Crush 2012 Bechthold Vineyard Cinsault (Lodi),Cinsault,lodi,38.14,-121.27,24.0,89,24.0,89
US,Maison L'Envoyé 2012 Two Messengers Pinot Noir (Willamette Valley),Pinot Noir,newberg,45.28,-123.01,30.0,89,30.0,89
Germany,Bischöfliche Weingüter Trier 2012 Ayler  Kupp Spätlese Riesling (Mosel),Riesling,trier,49.75,6.64,29.0,89,29.0,89
France,Château Moya 2011  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,bergerac,44.81,0.33,20.0,89,20.0,89
Italy,Fraccaroli 2011 Campo Serà  (Lugana Superiore),Turbiana,desenzano del garda,45.44,10.62,11.0,89,11.0,89
Austria,Zantho 2011 Zweigelt (Burgenland),Zweigelt,janossomorja,47.77,17.03,13.0,88,13.0,88
Italy,Piazzano 2009 Syrah (Colli della Toscana Centrale),Syrah,cortona,43.24,12.01,28.0,88,28.0,88
Spain,Soto de Torres 2009 Ibéricos Crianza  (Rioja),Tempranillo,miranda de ebro,42.59,-2.78,21.0,88,21.0,88
Italy,Casale della Ioria 2010 Campo Novo  (Cesanese del Piglio),Cesanese d'Affile,anagni,41.78,13.11,16.0,88,16.0,88
France,Chapuy NV Tradition Rosé Brut  (Champagne),Champagne Blend,epernay,48.96,4.04,39.0,88,39.0,88
Spain,Finca de Arantei 2011 Single Vineyard Albariño (Rías Baixas),Albariño,gondomar,42.07,-8.55,20.0,88,20.0,88
France,Les Clos de Paulilles 2009 Rimage  (Banyuls),Grenache,perpignan,42.51,3.12,24.0,87,24.0,87
Italy,Querceto 2000  Chianti Classico,Sangiovese,volterra,43.29,10.73,11.0,83,11.0,83
Italy,Valchiarò 2000 Sauvignon Blanc (Colli Orientali del Friuli),Sauvignon Blanc,cividale del friuli,46.12,13.39,15.0,83,15.0,83
US,Kahn 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,indianapolis,39.85,-86.12,16.0,82,16.0,82
France,Domaine Champeau 1999  Pouilly-Fumé,Sauvignon Blanc,nevers,47.31,2.96,19.0,82,19.0,82
New Zealand,Canterbury House 2000 Pinot Gris (Waipara),Pinot Gris,amberley,-43.08,172.75,14.0,82,14.0,82
Italy,Pierpaolo Pecorari 2000 Isonzio Sauvignon Blanc (Friuli Venezia Giulia),Sauvignon Blanc,gorizia,45.93,13.53,15.0,82,15.0,82
US,Edgewood 2000 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,lower burrell,40.61,-79.49,20.0,81,20.0,81
Italy,Baroncini 1998 Le Mandorlae  (Morellino di Scansano),Sangiovese,certaldo,43.48,11.05,11.0,80,11.0,80
US,Hartford 1999 Dutton Ranch-Sanchietti Vineyard Pinot Noir (Russian River Valley),Pinot Noir,windsor,38.48,-122.91,50.0,94,50.0,94
US,Sebastopol 1999 Dutton Ranch Pinot Noir (Green Valley),Pinot Noir,roseland,38.4,-122.82,30.0,93,30.0,93
US,Ledson 1998 Merlot (Sonoma Valley),Merlot,santa rosa,38.44,-122.59,34.0,93,34.0,93
US,Lambert Bridge 1999 Merlot (Sonoma County),Merlot,healdsburg,38.65,-122.93,24.0,92,24.0,92
Italy,Drusian NV Brut  (Prosecco di Valdobbiadene),Prosecco,valdobbiadene,45.87,12.01,22.0,85,22.0,85
Spain,Hemar 2005 Crianza  (Ribera del Duero),Tempranillo,aranda de duero,41.63,-3.87,30.0,85,30.0,85
Italy,Varaschin NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,valdobbiadene,45.9,12.02,19.0,85,19.0,85
Italy,Mionetto NV Il Prosecco  (Prosecco del Veneto),Prosecco,valdobbiadene,45.9,11.99,10.0,85,10.0,85
US,TimberRock 2005 Phinney Hill Vineyard Cabernet Sauvignon (Washington),Cabernet Sauvignon,rapid city,43.95,-103.52,26.0,85,26.0,85
Australia,Stanley Lambert 2005 Sensitive Cousin Pinot Noir (South Eastern Australia),Pinot Noir,gawler,-34.51,139.03,15.0,85,15.0,85
Spain,Bodegas Julián Chivite 2007 Gran Feudo Rosé (Navarra),Rosé,calahorra,42.62,-2.01,12.0,85,12.0,85
Italy,Vigne Matte NV Rollmatt Brut  (Prosecco di Conegliano e Valdobbiadene),Prosecco,pieve di soligo,45.94,12.17,22.0,85,22.0,85
Greece,Achaia Clauss 2006 Demestica White (Patras),White Blend,ovria,38.2,21.77,9.0,85,9.0,85
US,Cornerstone 2014 Rocks! Rosé (California),Rosé,napa,38.25,-122.27,15.0,85,15.0,85
France,Château du Moulin Rouge 2013  Haut-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.12,-0.73,18.0,85,18.0,85
US,Red Cap 2012 Sauvignon Blanc (Rutherford),Sauvignon Blanc,sonoma,38.59,-122.44,22.0,86,22.0,86
US,Juslyn Vineyards 2009 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,sonoma,38.51,-122.5,125.0,86,125.0,86
Italy,Casata Monfort 2013 Rosé Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,trento,46.14,11.11,24.0,86,24.0,86
France,Château Vitallis 2008 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,macon,46.28,4.75,40.0,90,40.0,90
Australia,Dutschke 2007 Willow Bend Shiraz-Merlot-Cabernet Sauvignon Red (Barossa Valley),Red Blend,gawler,-34.61,138.87,20.0,90,20.0,90
France,Pierre Vessigaud 2008 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,macon,46.29,4.74,27.0,90,27.0,90
US,Ellman Family 2008 Alexis Skye Pinot Noir (Sonoma Coast),Pinot Noir,napa,38.36,-122.29,49.0,90,49.0,90
Germany,Weingut Am Stein 2008 Stettener Stein Kabinett Trocken Riesling (Franken),Riesling,wurzburg,49.81,9.93,32.0,90,32.0,90
US,Abbeyville 2012 Fumé Blanc (North Coast),Fumé Blanc,greenwood,33.9,-82.28,13.0,84,13.0,84
US,Neal Family 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.57,-122.46,50.0,84,50.0,84
US,Plan B 2010 Valley View Syrah (Santa Ynez Valley),Syrah,oxnard,34.26,-119.25,36.0,84,36.0,84
Italy,Rocca di Montegrossi 2009 Vigneto San Marcellino  (Chianti Classico),Red Blend,siena,43.4,11.42,50.0,84,50.0,84
US,Wolf Family 2005 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.5,-122.47,75.0,92,75.0,92
Italy,Giacosa Fratelli 2004 Vigna Mandorlo  (Barolo),Nebbiolo,alba,44.72,8.12,70.0,92,70.0,92
US,Anomaly 2005 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,sonoma,38.49,-122.47,85.0,92,85.0,92
Spain,Cellers Melis 2005 Melis Red (Priorat),Red Blend,cambrils,41.21,0.81,99.0,92,99.0,92
Austria,Weingut Christ 2015 White (Wiener Gemischter Satz),Austrian white blend,langenzersdorf,48.28,16.41,20.0,91,20.0,91
Italy,Le Pianelle 2013 Al Posto dei Fiori Rosato Red (Coste della Sesia),Red Blend,cossato,45.6,8.25,23.0,90,23.0,90
US,Fulcrum 2013 Landy Vineyard Petite Sirah (Russian River Valley),Petite Sirah,sonoma,38.29,-122.46,45.0,90,45.0,90
US,Peace Water 2015 Bliss Sauvignon Blanc (Napa Valley),Sauvignon Blanc,carmel,39.98,-86.13,26.0,90,26.0,90
Austria,Prieler 2014 Johanneshöhe Blaufränkisch (Burgenland),Blaufränkisch,rust,47.85,16.63,19.0,90,19.0,90
Spain,Laguna de la Nava 2013 Verdejo (Valdepeñas),Verdejo,valdepenas,38.83,-3.39,12.0,85,12.0,85
Italy,Anterra 2014 Pinot Grigio (Delle Venezie),Pinot Grigio,pontassieve,43.74,11.44,8.0,85,8.0,85
US,Bel Lago NV Pinot Noir (Leelanau Peninsula),Pinot Noir,traverse city,44.88,-85.73,25.0,85,25.0,85
US,Byington 2013 Rosé of Pinot Noir (Santa Cruz Mountains),Pinot Noir,los gatos,37.17,-122.05,39.0,85,39.0,85
Italy,Castel Firmian 2014 Pinot Grigio (Trentino),Pinot Grigio,trento,46.2,11.12,15.0,85,15.0,85
Italy,Isidoro Polencic 2014 Pinot Grigio (Collio),Pinot Grigio,gorizia,45.98,13.5,21.0,85,21.0,85
Spain,Sant Rafel 2014 Joana Garnacha (Montsant),Garnacha,santa eulalia del rio,38.98,1.49,15.0,85,15.0,85
Argentina,Quattrocchi 2011 Reserva Malbec (Mendoza),Malbec,san martin,-32.74,-68.5,17.0,85,17.0,85
US,Black Cordon 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,napa,38.35,-122.36,80.0,92,80.0,92
Spain,Bodegas Carchelo 2010 Sierva Red (Jumilla),Red Blend,jumilla,38.45,-1.22,27.0,88,27.0,88
France,Château l'Afrique 2012 Rosé (Côtes de Provence),Rosé,sollies-pont,43.23,6.09,20.0,88,20.0,88
US,Clos Solène 2010 L'Insolent Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,atascadero,35.59,-120.77,95.0,88,95.0,88
Spain,Finca Valpiedra 2009 Cantos de Valpiedra  (Rioja),Tempranillo,logrono,42.5,-2.61,20.0,88,20.0,88
US,J. Rochioli 2011 Pinot Noir (Russian River Valley),Pinot Noir,windsor,38.53,-122.87,79.0,87,79.0,87
US,Kimmel 2010 Merlot (Mendocino County),Merlot,ukiah,39.32,-123.14,38.0,87,38.0,87
Italy,Umberto Cesari 2011 Moma Red (Rubicone),Red Blend,castel san pietro terme,44.4,11.55,19.0,87,19.0,87
Argentina,Alma Negra NV Brut Nature Rosé Sparkling (Mendoza),Sparkling Blend,lujan,-33.17,-68.92,20.0,84,20.0,84
France,Château Mirambeau Papin 2009 Papin  (Bordeaux Supérieur),Petite Verdot,saintes,45.38,-0.57,25.0,84,25.0,84
France,VIgnobles Ducourt 2012 Réserve de la Famille  (Bordeaux),Bordeaux-style Red Blend,libourne,44.7,-0.25,25.0,84,25.0,84
Argentina,Reginato 2011 Celestina Método Tradicional Rosé of Malbec (Mendoza),Malbec,mendoza,-32.93,-68.81,20.0,84,20.0,84
Spain,Zagarrón 2013 Hacienda Zargón Sauvignon Blanc (La Mancha),Sauvignon Blanc,socuellamos,39.49,-2.89,8.0,84,8.0,84
Italy,La Battagliola 2013 15  (Lambrusco Grasparossa di Castelvetro),Lambrusco Grasparossa,spilamberto,44.55,11.06,19.0,84,19.0,84
Spain,Blanco Nieva 2013 Sauvignon Blanc (Rueda),Sauvignon Blanc,segovia,41.08,-4.42,22.0,83,22.0,83
France,Ginestet 2012  Bordeaux,Bordeaux-style Red Blend,begles,44.83,-0.55,14.0,83,14.0,83
Germany,Schäfer 2012 Sweet Red Estate Bottled Dornfelder (Rheinhessen),Dornfelder,bad kreuznach,49.84,7.68,14.0,83,14.0,83
US,Signaterra Benziger 2012 La Reyna Pinot Noir (Sonoma Coast),Pinot Noir,sonoma,38.36,-122.54,49.0,89,49.0,89
France,Domaine Jean Petitot et Fils 2011 Les Pimentiers  (Savigny-lès-Beaune),Pinot Noir,beaune,47.08,4.92,38.0,89,38.0,89
France,Domaine Perraud 2012  Mâcon La Roche Vineuse,Chardonnay,macon,46.35,4.77,28.0,89,28.0,89
US,Chateau Chantal 2010 Proprietor's Reserve Pinot Gris (Old Mission Peninsula),Pinot Gris,traverse city,44.92,-85.5,20.0,86,20.0,86
US,Shenandoah Vineyards 2010 Cabernet Sauvignon (Shenandoah Valley),Cabernet Sauvignon,front royal,38.85,-78.56,19.0,86,19.0,86
Spain,Valmiñor 2011 Edición Especial 10 Años Albariño (Rías Baixas),Albariño,tomino,41.93,-8.79,19.0,86,19.0,86
Argentina,Viña Maipu 2011 Alta Max Malbec (Mendoza),Malbec,lujan,-33.0,-68.75,11.0,86,11.0,86
Italy,Avide NV Nutaru Metodo Classico Frappato (Vino Spumante),Frappato,comiso,36.97,14.61,18.0,86,18.0,86
France,Bonpas 2012 Réserve de Bonpas Red (Côtes du Rhône),Rhône-style Red Blend,chateaurenard,43.9,4.91,12.0,86,12.0,86
Spain,Cesca Vicent 2008 Abat Domènech Red (Priorat),Red Blend,cambrils,41.19,0.77,49.0,86,49.0,86
US,Clavo Cellars 2010 Dreamer Petite Sirah (Paso Robles),Petite Sirah,atascadero,35.55,-120.7,40.0,86,40.0,86
US,Et Fille 2012 Maresh Vineyard Pinot Noir (Dundee Hills),Pinot Noir,newberg,45.3,-122.97,48.0,86,48.0,86
Greece,Manolesaki 2012 Malagouzia Malagousia (Drama),Malagousia,kiria,41.14,24.27,16.0,85,16.0,85
France,Domaine Sainte Léocadie 2008 Leukadios Red (Minervois),Rhône-style Red Blend,narbonne,43.33,2.8,18.0,89,18.0,89
France,Château la Rayre 2009 Premier Vin Red (Bergerac),Bordeaux-style Red Blend,bergerac,44.77,0.51,20.0,89,20.0,89
US,I'M 2007 Pinot Noir (Willamette Valley),Pinot Noir,statesville,36.13,-80.84,35.0,89,35.0,89
US,Nuthatch Cellars 2008 Hogback Ridge Vineyard Malbec (Columbia Valley (OR)),Malbec,corvallis,44.58,-123.35,30.0,89,30.0,89
US,Oakville East 2009 Core Stone Red (Oakville),Bordeaux-style Red Blend,napa,38.46,-122.36,125.0,94,125.0,94
Germany,Prinz von Hessen 2012 Royal Kabinett Riesling (Rheingau),Riesling,geisenheim,50.0,7.98,25.0,89,25.0,89
US,David Hill 2012 Estate Gewürztraminer (Willamette Valley),Gewürztraminer,forest grove,45.55,-123.16,18.0,89,18.0,89
Italy,Casale Daviddi 2014  Rosso di Montepulciano,Red Blend,montepulciano,43.14,11.85,16.0,90,16.0,90
US,Davis Estates 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,santa rosa,38.57,-122.52,60.0,90,60.0,90
Germany,Michael Fröhlich 2014 Escherdorfer Lump Erste Lage Silvaner (Franken),Silvaner,volkach,49.86,10.17,26.0,90,26.0,90
Italy,Nittardi 2013 Vigna Doghessa  (Chianti Classico),Sangiovese,poggibonsi,43.51,11.27,32.0,90,32.0,90
Chile,Pargua 2010 Anka Red (Maipo Valley),Red Blend,puerto montt,-41.49,-73.04,22.0,90,22.0,90
US,Board Track Racer 2015 Chardonnay (Yakima Valley),Chardonnay,woodinville,47.73,-122.14,28.0,88,28.0,88
Spain,Sueño 2014 Tempranillo (Ribera del Júcar),Tempranillo,ronda,36.8,-5.16,20.0,88,20.0,88
France,Allimant-Laugner 2016 Gewurztraminer (Alsace),Gewürztraminer,selestat,48.24,7.38,19.0,88,19.0,88
France,Château Lamothe de Haux 2016  Bordeaux Blanc,Bordeaux-style White Blend,floirac,44.73,-0.38,15.0,88,15.0,88
France,Château Le Giron 2016  Bordeaux Blanc,Bordeaux-style White Blend,blanquefort,45.14,-0.55,12.0,88,12.0,88
France,Château Roc de Minvielle 2016  Bordeaux Blanc,Bordeaux-style White Blend,blanquefort,45.04,-0.56,15.0,88,15.0,88
Australia,Paringa 2013 Shiraz (South Australia),Shiraz,crib point,-38.39,145.04,11.0,84,11.0,84
France,Château K 2012 Cuvée K Merlot (Bergerac),Merlot,libourne,44.89,-0.13,15.0,84,15.0,84
Australia,Stella Bella 2008 Suckfizzle Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,busselton,-33.97,115.1,43.0,84,43.0,84
Austria,Josef Ehmoser 2006 Weissburgunder (Wagram-Donauland),Weissburgunder,tulln,48.44,16.0,19.0,87,19.0,87
Austria,Machherndl 2006 Hochrain Old Vines Pinot Blanc (Wachau),Pinot Blanc,krems,48.38,15.46,20.0,87,20.0,87
Italy,Azienda Agricola Cogno 2004 Bricco dei Merli  (Barbera d'Alba),Barbera,bra,44.59,7.94,26.0,87,26.0,87
US,Townshend 2005 Lemberger (Yakima Valley),Lemberger,opportunity,47.82,-117.3,15.0,87,15.0,87
Italy,Principiano Ferdinando 2003 La Romualda  (Barbera d'Alba),Barbera,alba,44.59,7.97,30.0,87,30.0,87
France,Charles de Cazanove 2005 Millésime Brut  (Champagne),Champagne Blend,reims,49.26,4.03,50.0,88,50.0,88
France,J. de Telmont NV Rosé Brut  (Champagne),Champagne Blend,epernay,49.07,3.89,60.0,88,60.0,88
Italy,La Giaretta 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",negrar,45.53,10.91,40.0,88,40.0,88
US,M. Cosentino 2006 Secret Clone Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.42,-122.39,100.0,88,100.0,88
US,Seven of Hearts 2010 Chatte d'Avignon Roussanne-Viognier (Columbia Valley (OR)),Roussanne-Viognier,newberg,45.29,-123.18,18.0,88,18.0,88
US,Tempus Cellars 2012 Sagemoor Vineyards Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,walla walla,46.09,-118.27,34.0,89,34.0,89
France,Koenig 2014 Gewurztraminer (Alsace),Gewürztraminer,selestat,48.32,7.43,17.0,89,17.0,89
France,L'Ostal Cazes 2004 Red (Minervois La Liviniere),Rhône-style Red Blend,carcassonne,43.31,2.6,38.0,89,38.0,89
South Africa,Glen Carlou 2004 Grand Classique Red (Paarl),Bordeaux-style Red Blend,paarl,-33.81,18.9,20.0,89,20.0,89
France,Château des Karantes 2005 La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,narbonne,43.17,3.16,22.0,89,22.0,89
US,Chateau Rollat 2006 Sophie de Rollat Red (Walla Walla Valley (WA)),Red Blend,walla walla,46.07,-118.34,29.0,89,29.0,89
New Zealand,Crowded House 2007 Sauvignon Blanc (Marlborough),Sauvignon Blanc,new plymouth,-39.06,174.08,25.0,89,25.0,89
Germany,Dr. Wagner 2007 Ockfener Bockstein Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,wasserbillig,49.61,6.56,24.0,89,24.0,89
US,J Wilkes 2014 Pinot Blanc (Santa Maria Valley),Pinot Blanc,santa maria,34.91,-120.45,17.0,86,17.0,86
France,Château de la Chaize 2014 Gamay (Beaujolais Rosé),Gamay,villefranche-sur-saone,46.09,4.63,29.0,86,29.0,86
Spain,Daniel Belda 2014 Verdil (Valencia),Verdil,villena,38.75,-0.84,18.0,86,18.0,86
Spain,Angosto 2013 Red (Valencia),Red Blend,canals,38.82,-0.64,30.0,86,30.0,86
US,Rivino 2012 Estate Sangiovese (Mendocino),Sangiovese,ukiah,39.1,-123.19,29.0,86,29.0,86
US,Rocky Hill 2013 Richard Dinner Vineyard Buddy's Blend White (Sonoma Mountain),White Blend,wethersfield,41.66,-72.59,24.0,86,24.0,86
France,Helfrich 2015 Gewurztraminer (Alsace),Gewürztraminer,obernai,48.62,7.48,15.0,87,15.0,87
Italy,Le Bertille 2014  Rosso di Montepulciano,Red Blend,montepulciano,43.1,11.77,18.0,87,18.0,87
France,Domaine des Terres Dorées 2015 Le Ronsay  (Beaujolais),Gamay,villefranche-sur-saone,45.89,4.66,15.0,87,15.0,87
France,Vignerons des Pierres Dorées 2015 Château de Chanzé  (Beaujolais),Gamay,tarare,45.92,4.52,18.0,87,18.0,87
US,4 Cellars 2015 Chardonnay (Columbia Valley (WA)),Chardonnay,fredericksburg,30.22,-98.73,25.0,87,25.0,87
France,Boutinot 2015 Domaine des Terreaux  (Bourgogne),Chardonnay,valreas,44.24,4.94,15.0,87,15.0,87
France,Raphael Sallet 2016  Mâcon-Uchizy,Chardonnay,macon,46.5,4.88,15.0,87,15.0,87
France,Les Collines du Bourdic 2016 Éclat de Gris Rosé (Pays d'Oc),Rosé,nimes,43.99,4.33,11.0,87,11.0,87
Italy,Falesco 2010 Vitiano White (Umbria),White Blend,orvieto,42.65,12.24,10.0,87,10.0,87
Argentina,Filus 2009 Reserve Malbec (Uco Valley),Malbec,lujan,-33.05,-68.82,20.0,87,20.0,87
Italy,La Carraia 2009 Poggio Calvelli  (Orvieto Classico Superiore),White Blend,vinci,43.82,10.92,16.0,87,16.0,87
Italy,La Zerba 2009 Terrarossa  (Gavi),Cortese,novi ligure,44.73,8.75,20.0,87,20.0,87
South Africa,Leopard's Leap 2011 Chenin Blanc (Western Cape),Chenin Blanc,paarl,-33.89,19.08,14.0,87,14.0,87
Italy,Cantarutti 2010 Pinot Grigio (Friuli Grave),Pinot Grigio,cividale del friuli,45.99,13.41,20.0,87,20.0,87
Italy,Cantine Lunae Bosoni 2009 Grey Label Vermentino (Colli di Luni),Vermentino,sarzana,44.08,10.01,20.0,87,20.0,87
Italy,Josef Weger 2010 Traminer Aromatico Gewürztraminer (Alto Adige),Gewürztraminer,appiano,46.46,11.28,22.0,87,22.0,87
US,Martinelli 2012 Three Sisters Vineyard Sea Ridge Meadow Pinot Noir (Sonoma Coast),Pinot Noir,windsor,38.49,-122.81,63.0,92,63.0,92
Portugal,Obrigado 2012 DAC Red (Dão),Portuguese Red,redondo,38.69,-7.67,16.0,92,16.0,92
Italy,Tenuta Cà Bolani 2013 Aquilis Sauvignon (Friuli Aquileia),Sauvignon,cervignano del friuli,45.83,13.31,25.0,92,25.0,92
Germany,Dr. Nägler 2013 Rüdesheimer Berg Roseneck Spätlese Riesling (Rheingau),Riesling,rudesheim,49.98,7.93,26.0,92,26.0,92
France,Domaine Claude Branger 2013 Terroir les Gras Moutons Sur Lie  (Muscadet Sèvre et Maine),Melon,vertou,47.14,-1.38,17.0,92,17.0,92
France,Alexandre Monmousseau 2013 Clos le Vigneau  (Vouvray),Chenin Blanc,amboise,47.34,1.2,19.0,92,19.0,92
Italy,Cà Lojera 2012 Riserva del Lupo  (Lugana),Turbiana,desenzano del garda,45.45,10.64,29.0,92,29.0,92
US,Schmitz 24 Brix 2012 Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,cameron park,38.46,-120.86,22.0,85,22.0,85
US,Valley View 2012 Anna Marie Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,medford,42.22,-123.05,22.0,85,22.0,85
France,Lestonnat 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,merignac,44.85,-0.62,16.0,84,16.0,84
France,Château Bel-Air 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,libourne,44.93,-0.07,12.0,84,12.0,84
France,Le Prince 2012 Vieilles Vignes Red (Côtes du Rhône),Rhône-style Red Blend,orange,44.1,4.87,19.0,84,19.0,84
Argentina,Ruca Malen 2013 Yauquen Bonarda (Mendoza),Bonarda,lujan,-33.09,-68.93,13.0,84,13.0,84
US,Magness 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,west plains,36.52,-91.52,23.0,88,23.0,88
US,Sivas-Sonoma 2012 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,sonoma,38.29,-122.45,16.0,87,16.0,87
Italy,Andriano 2012 Movado Gewürztraminer (Alto Adige),Gewürztraminer,appiano,46.52,11.23,48.0,87,48.0,87
France,Domaine Luc et Lise Pavelot 2011  Corton,Pinot Noir,beaune,47.08,4.85,90.0,94,90.0,94
France,Domaine de la Janasse 2010 Red (Châteauneuf-du-Pape),Rhône-style Red Blend,sorgues,44.08,4.88,66.0,94,66.0,94
France,Domaine des Croix 2011  Corton Grèves,Pinot Noir,beaune,47.02,4.84,132.0,94,132.0,94
France,Domaine Marc Roy 2011 Cuvée Alexandrine  (Gevrey-Chambertin),Pinot Noir,chenove,47.23,4.98,95.0,94,95.0,94
France,Domaine Nicolas Rossignol 2011 Santenots Premier Cru  (Volnay),Pinot Noir,beaune,47.01,4.84,62.0,94,62.0,94
France,Château Fonréaud 2014  Listrac-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.06,-0.8,29.0,92,29.0,92
France,Château Lestage 2014  Listrac-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.07,-0.79,25.0,92,25.0,92
US,Saffron Fields Vineyard 2014 Pinot Noir,Pinot Noir,forest grove,45.35,-123.14,55.0,92,55.0,92
Australia,Alpha Crucis 2014 Titan Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,sydney,-33.82,151.01,28.0,92,28.0,92
Australia,Glaetzer 2013 Wallace Shiraz-Grenache (Barossa Valley),Shiraz-Grenache,gawler,-34.54,138.92,27.0,92,27.0,92
US,Kevin White 2014 En Hommage Syrah (Yakima Valley),Syrah,woodinville,47.76,-122.15,28.0,92,28.0,92
US,Lioco 2013 Cerise Vineyard Pinot Noir (Anderson Valley),Pinot Noir,healdsburg,38.61,-122.87,52.0,92,52.0,92
US,Maragas 2013 Tempranillo (Applegate Valley),Tempranillo,redmond,44.41,-121.2,28.0,85,28.0,85
Italy,Sant'Andrea in Colle 2013  Chianti Classico,Red Blend,sabaudia,41.31,13.11,15.0,85,15.0,85
Australia,Elderton 2013 E Series Shiraz-Cabernet Sauvignon (South Australia),Shiraz-Cabernet Sauvignon,gawler,-34.48,139.0,20.0,85,20.0,85
Chile,Grÿphus 2014 Viña Macatero Estate Carmenère (Maule Valley),Carmenère,san antonio,-33.68,-71.5,11.0,85,11.0,85
US,Balderdash 2012 Brakelight Reserve Syrah (Paso Robles),Syrah,pittsfield,42.42,-73.34,45.0,85,45.0,85
France,Domaine le Roc 2015 La Saignée Rosé (Fronton),Rosé,montauban,43.83,1.4,18.0,84,18.0,84
Spain,Viña Eguía 2013  Rioja,Tempranillo,logrono,42.52,-2.62,14.0,84,14.0,84
