country,points,price,title,variety,winery,City,Lat,Lng
US,87,40.0,Styring 2015 Afterglow Dessert Riesling (Ribbon Ridge),Riesling,Styring,newberg,45.36,-123.07
Italy,87,22.0,Villa Montignana 2011 Riserva  (Chianti Classico),Red Blend,Villa Montignana,impruneta,43.64,11.25
US,87,24.0,Carneros Ranch 2014 Chardonnay (Carneros),Chardonnay,Carneros Ranch,napa,38.26,-122.33
France,81,7.0,Robert Giraud 2000 Cepages Cabernet Sauvignon (Vin de Pays d'Oc),Cabernet Sauvignon,Robert Giraud,epernay,49.05,4.0
New Zealand,80,16.0,Willow Creek 2000 Pinot Noir (Canterbury),Pinot Noir,Willow Creek,north shore,-36.74,174.74
US,85,100.0,Verité 1998 La Joie Red (Sonoma County),Red Blend,Verité,windsor,38.61,-122.77
US,84,45.0,Icaria Creek 1998 Cabernet Sauvignon-Barbera (Alexander Valley),Cabernet Sauvignon-Barbera,Icaria Creek,healdsburg,38.78,-123.0
US,86,45.0,Allora 1999 Cielo Red (Napa Valley),Red Blend,Allora,santa rosa,38.54,-122.49
US,94,100.0,Niebaum-Coppola 1999 Rubicon Red (Rutherford),Bordeaux-style Red Blend,Niebaum-Coppola,healdsburg,38.68,-122.89
US,93,50.0,Monticello Vineyards 2001 Corley Reserve Chardonnay (Napa Valley),Chardonnay,Monticello Vineyards,thomasville,30.51,-83.89
Austria,93,48.0,Willi Brundlmayer 2001 Lyra Zöbinger Heiligenstein Riesling (Kamptal),Riesling,Willi Brundlmayer,langenlois,48.47,15.66
France,90,30.0,Château Bellevue de Tayac 2012  Margaux,Bordeaux-style Red Blend,Château Bellevue de Tayac,saint-medard-en-jalles,45.06,-0.72
France,90,50.0,Château Clauzet 2012  Saint-Estèphe,Bordeaux-style Red Blend,Château Clauzet,saint-medard-en-jalles,45.24,-0.79
France,90,26.0,Château de Malleret 2012  Haut-Médoc,Bordeaux-style Red Blend,Château de Malleret,blanquefort,44.97,-0.64
France,90,30.0,Château Duthil 2012  Haut-Médoc,Bordeaux-style Red Blend,Château Duthil,blanquefort,45.01,-0.65
France,90,28.0,Château Haut-Bellevue 2012  Haut-Médoc,Bordeaux-style Red Blend,Château Haut-Bellevue,libourne,44.93,-0.13
France,90,20.0,Château l'Argenteyre 2012  Médoc,Bordeaux-style Red Blend,Château l'Argenteyre,bergerac,44.81,0.33
Italy,90,20.0,I Botri 2008 Vigna I Botri  (Maremma Toscana),Red Blend,I Botri,orbetello,42.61,11.4
US,91,48.0,Vision Cellars 2006 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Vision Cellars,windsor,38.55,-122.81
France,91,93.0,Pierre Morey 2005 Les Tessons  (Meursault),Chardonnay,Pierre Morey,beaune,46.98,4.77
Italy,91,37.0,Goretti 2003 L'Arringatore Red (Colli Perugini),Red Blend,Goretti,perugia,43.05,12.35
Australia,91,65.0,Chateau Reynella 2004 Cellar No. One Reserve Shiraz (McLaren Vale),Shiraz,Chateau Reynella,adelaide,-35.09,138.54
Italy,86,44.0,Mola 2006  Aleatico dell'Elba,Aleatico,Mola,sessa aurunca,41.33,13.89
France,86,16.0,Château de la Terrière 2006  Beaujolais-Villages,Gamay Noir,Château de la Terrière,villefranche-sur-saone,46.12,4.65
US,86,50.0,Belle Glos 2006 Clark & Telephone Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Belle Glos,sonoma,38.49,-122.45
Italy,86,19.0,Pietrafitta 2007  Vernaccia di San Gimignano,Vernaccia,Pietrafitta,cosenza,39.2,16.32
US,86,15.0,SKN 2007 Merlot (Napa Valley),Merlot,SKN,rapid city,43.95,-103.52
US,86,28.0,Clary Ranch 2006 Grower's Reserve Shazzam! Syrah (Sonoma Coast),Syrah,Clary Ranch,petaluma,38.24,-122.73
US,86,95.0,Porter Family Vineyards 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Porter Family Vineyards,napa,38.28,-122.22
US,86,38.0,Vinifera 2007 Niveus White (Napa Valley),White Blend,Vinifera,corning,42.47,-77.18
Italy,87,30.0,Pian delle Vigne 2014  Rosso di Montalcino,Sangiovese,Pian delle Vigne,roccastrada,43.02,11.37
New Zealand,87,30.0,Prophet's Rock 2014 Rocky Point Pinot Gris (Central Otago),Pinot Gris,Prophet's Rock,wanaka,-44.7,169.14
France,87,14.0,Jean Perrier et Fils 2015 Abymes Cuvée Gastronomie Jacquère (Savoie),Jacquère,Jean Perrier et Fils,chambery,45.51,6.0
Italy,87,50.0,La Palazzetta 2014  Rosso di Montalcino,Sangiovese,La Palazzetta,montepulciano,42.99,11.52
Spain,87,24.0,Abad Dom Bueno 2015 Godello (Bierzo),Godello,Abad Dom Bueno,ponferrada,42.56,-6.72
Italy,87,24.0,Casisano Tommasi 2014  Rosso di Montalcino,Sangiovese,Casisano Tommasi,montepulciano,43.01,11.5
Italy,88,50.0,Bertani 2004 Villa Novare Albion Cabernet Sauvignon (Veneto),Cabernet Sauvignon,Bertani,grezzana,45.52,11.02
US,88,20.0,Mount Baker 2008 Proprietor's Limited Release Malbec (Yakima Valley),Malbec,Mount Baker,abbotsford,48.84,-122.26
Spain,87,18.0,Castillo de Monséran 2007 Old Vine Garnacha (Cariñena),Garnacha,Castillo de Monséran,miranda de ebro,42.54,-2.97
Croatia,87,20.0,Matošević 2008 Alba Malvasia Istriana (Istria),Malvasia Istriana,Matošević,rovinj,45.15,13.74
US,94,44.0,St. Rose 2011 Nunes Vineyard 777 Pinot Noir (Russian River Valley),Pinot Noir,St. Rose,mount pleasant,33.02,-94.93
US,94,75.0,Charbay 2006 Distillers' Port (Napa Valley),Port,Charbay,santa rosa,38.52,-122.54
Italy,88,23.0,Castello di Ama 2013  Chianti Classico,Red Blend,Castello di Ama,siena,43.44,11.39
France,88,18.0,Château Saint-Sernin 2011 Varua Maohi Mana Malbec (Cahors),Malbec,Château Saint-Sernin,cahors,44.48,1.31
France,88,23.0,Domaine Guillaman 2012 Les Hauts de Guillaman Merlot (Côtes de Gascogne),Merlot,Domaine Guillaman,auch,43.87,0.26
Germany,88,14.0,Fritz Windisch 2014 Alsheimer Frühmesse Spätlese Riesling (Rheinhessen),Riesling,Fritz Windisch,mainz,49.88,8.26
US,88,58.0,Millésimé 2007 Bleu Saphir Red (Santa Ynez Valley),Bordeaux-style Red Blend,Millésimé,camarillo,34.21,-119.03
France,88,16.0,Patrick De Ladoucette 2010 Les Deux Tours Sauvignon Blanc (Touraine),Sauvignon Blanc,Patrick De Ladoucette,nevers,47.3,2.96
Portugal,88,50.0,Quinta do Mouro 2007 Red (Alentejano),Portuguese Red,Quinta do Mouro,estremoz,38.85,-7.6
Italy,88,22.0,Tenuta di Angoris 2011 Stabili della Rocca Friulano (Colli Orientali del Friuli),Friulano,Tenuta di Angoris,ronchi dei legionari,45.94,13.46
South Africa,89,20.0,Springfield Estate 2011 Wild Yeast Chardonnay (Robertson),Chardonnay,Springfield Estate,robertson,-33.84,19.92
Austria,89,35.0,Weingut Mayer am Pfarrplatz 2013 Nussberg White (Wiener Gemischter Satz),Austrian white blend,Weingut Mayer am Pfarrplatz,langenzersdorf,48.26,16.36
US,86,20.0,Icaria 2012 Chardonnay (Sonoma County),Chardonnay,Icaria,healdsburg,38.78,-123.0
Italy,86,29.0,Villa Crespia NV Brolese Rosé Extra Brut Sparkling (Franciacorta),Sparkling Blend,Villa Crespia,rovato,45.61,9.97
Spain,85,20.0,Bodegas Añadas 2006 Care Crianza Tempranillo-Merlot (Cariñena),Tempranillo-Merlot,Bodegas Añadas,zaragoza,41.65,-0.88
France,85,17.0,Château La Cardonne 2007 Cardus de la Cardonne  (Médoc),Bordeaux-style Red Blend,Château La Cardonne,royan,45.31,-0.88
France,87,11.0,Cuvée de Peña 2009 Rosé (Vin de Pays des Côtes Catalanes),Rosé,Cuvée de Peña,saint-esteve,42.78,2.79
France,87,14.0,Domaine de Fonfile 2008 Viognier (Vin de Pays d'Oc),Viognier,Domaine de Fonfile,chenove,47.16,4.96
US,87,65.0,Valley Legend 2008 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Valley Legend,hamilton,46.34,-114.15
Germany,85,28.0,Knipser 2005 Grauburgunder Trocken Pinot Gris (Pfalz),Pinot Gris,Knipser,herxheim,49.55,8.24
US,85,14.0,Cayuga Ridge Estate NV Unoaked Chardonnay (Cayuga Lake),Chardonnay,Cayuga Ridge Estate,auburn,42.69,-76.74
US,85,10.0,Meridian 2005 Merlot (California),Merlot,Meridian,atascadero,35.67,-120.57
Germany,85,32.0,Groebe 2005 Westhofener Kirchspiel Spätlese Riesling (Rheinhessen),Riesling,Groebe,worms,49.71,8.25
US,85,18.0,Capitello 2006 Pinot Gris (Willamette Valley),Pinot Gris,Capitello,eugene,44.05,-123.1
Israel,85,45.0,Domaine du Castel 2005 Petit Castel Kosher Red (Haut-Judeé),Bordeaux-style Red Blend,Domaine du Castel,abu ghosh,31.81,35.09
Italy,84,25.0,Albatreti 2014  Rosso di Montalcino,Sangiovese,Albatreti,sinalunga,43.05,11.48
Argentina,84,17.0,Finca Wölffer 2016 Rosé (Mendoza),Rosé,Finca Wölffer,lujan,-33.12,-68.95
Italy,90,150.0,La Magia 2012 Ciliegio  (Brunello di Montalcino),Sangiovese,La Magia,montepulciano,43.01,11.5
Italy,90,110.0,La Togata 2012 dei Togati  (Brunello di Montalcino),Sangiovese,La Togata,roccastrada,43.0,11.46
US,90,45.0,Lula 2013 Pinot Noir (Mendocino),Pinot Noir,Lula,ukiah,39.12,-123.52
US,90,36.0,Marshall Davis 2014 Beacon Hill Vineyard Pinot Noir,Pinot Noir,Marshall Davis,newberg,45.29,-123.18
Australia,90,15.0,Redbank 2015 The Long Paddock Pinot Grigio (Victoria),Pinot Grigio,Redbank,maryborough,-36.95,143.35
France,90,20.0,Robert Klingenfus 2015 Clos des Chartreux Muscat (Alsace),Muscat,Robert Klingenfus,obernai,48.55,7.49
US,90,65.0,Rocky Point 2012 La Colina Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Rocky Point,sandusky,41.54,-82.72
Italy,90,60.0,Villa I Cipressi 2012  Brunello di Montalcino,Sangiovese,Villa I Cipressi,sinalunga,43.05,11.49
US,80,10.0,California's Jewel 2004 Old Vine Zinfandel (Lodi),Zinfandel,California's Jewel,windsor,38.47,-122.89
US,80,15.0,Hermes 2006 Estate Bottled Nebbiolo (Ohio),Nebbiolo,Hermes,sandusky,41.38,-82.74
France,94,61.0,Pascal Doquet NV Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pascal Doquet,epernay,48.91,4.02
Spain,89,42.0,Martí Fabra 2005 Masia Carreras Red (Empordà),Red Blend,Martí Fabra,perpignan,42.37,2.98
Spain,89,18.0,As Laxas 2009 Albariño (Rías Baixas),Albariño,As Laxas,tomino,41.94,-8.79
France,89,14.0,Château Cabezac 2007 Cariñu Carignan (Vin de Pays du Val de Cesse),Carignan,Château Cabezac,narbonne,43.3,2.87
France,89,20.0,Château de la Grave 2006 Caractère  (Côtes de Bourg),Bordeaux-style Red Blend,Château de la Grave,blanquefort,45.06,-0.56
US,89,28.0,Pheasant Valley Winery 2008 Primitivo (Columbia Valley (OR)),Primitivo,Pheasant Valley Winery,washougal,45.66,-121.55
France,90,16.0,Château de Corbiac 2009 Cyrano de Bergerac  (Pécharmant),Bordeaux-style Red Blend,Château de Corbiac,bergerac,44.88,0.52
France,90,20.0,Château Rives-Blanques 2010 Odyssée Chardonnay (Limoux),Chardonnay,Château Rives-Blanques,limoux,43.12,2.23
Portugal,90,20.0,Alvaro Castro 2009 Red (Dão),Portuguese Red,Alvaro Castro,seia,40.47,-7.69
US,84,59.0,Oakford 2001 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Oakford,springfield,40.1,-89.95
US,83,16.0,Buttonwood Grove 2005 Reserve Chardonnay (Finger Lakes),Chardonnay,Buttonwood Grove,geneva,42.73,-76.77
France,85,17.0,Domaine la Colombette 2016 Notorious Pink Rosé (Vin de France),Rosé,Domaine la Colombette,beziers,43.39,3.22
France,85,12.0,Sacha Lichine 2016 Single Blend Rosé (Vin de France),Rosé,Sacha Lichine,draguignan,43.53,6.57
France,85,11.0,Ollivier Frères 2016 Domaine de la Grenaudière La Grenouille Sur Lie  (Muscadet Sèvre et Maine),Melon,Ollivier Frères,vertou,47.1,-1.4
Spain,88,17.0,Vina Bosquera 2005 Red (Madrid),Red Blend,Vina Bosquera,logrono,42.5,-2.5
France,88,16.0,Ey 2003 Vigne Lo Clavell  (Muscat de Rivesaltes),Muscat d'Alexandrie,Ey,apt,43.85,5.31
Italy,88,36.0,Col Vetoraz Spumanti NV Cartizze  (Prosecco Superiore di Cartizze),Prosecco,Col Vetoraz Spumanti,valdobbiadene,45.9,12.03
US,88,35.0,Eno 2005 Las Madres Vineyard Syrah (Carneros),Syrah,Eno,albany,37.88,-122.3
Argentina,92,39.0,Don Manuel Villafañe 2009 Legado IV Siglos Red (Mendoza),Bordeaux-style Red Blend,Don Manuel Villafañe,lujan,-33.04,-68.69
Portugal,92,32.0,Quinta de Lemos 2007 Jaen (Dão),Jaen,Quinta de Lemos,tondela,40.57,-7.98
Argentina,92,27.0,Vicentin 2013 Voraz Malbec (Mendoza),Malbec,Vicentin,lujan,-33.1,-68.92
France,92,56.0,Seguin-Manuel 2014 Les Bressandes Premier Cru  (Beaune),Pinot Noir,Seguin-Manuel,beaune,47.03,4.85
Australia,92,32.0,Paxton 2014 Quandong Farm Single Vineyard Shiraz (McLaren Vale),Shiraz,Paxton,adelaide,-35.2,138.51
US,91,22.0,Lazy Creek 2015 Rosé (Anderson Valley),Rosé,Lazy Creek,ukiah,39.11,-123.5
US,91,30.0,Saucelito Canyon 2014 Zinfandel (Arroyo Grande Valley),Zinfandel,Saucelito Canyon,san luis obispo,35.22,-120.6
Spain,91,35.0,Finca Sobreño 2010 Selección Especial  (Toro),Tinta del Toro,Finca Sobreño,toro,41.53,-5.36
US,90,22.0,The Walls 2016 Cruel Summer Rosé (Columbia Gorge (WA)),Rosé,The Walls,walla walla,46.07,-118.36
Greece,90,18.0,Mercouri Estate 2015 Foloi Roditis-Viognier White (Peloponnese),White Blend,Mercouri Estate,kardamas,37.68,21.31
Italy,90,17.0,Mongioia 2015 Belb  (Moscato d'Asti),Moscato,Mongioia,canelli,44.71,8.18
Italy,90,25.0,I Carpini 2013 Timorasso (Colli Tortonesi),Timorasso,I Carpini,voghera,44.87,9.03
France,90,16.0,Domaine le Renard 2015 Plan De Dieu Red (Côtes du Rhône Villages),Rhône-style Red Blend,Domaine le Renard,orange,44.18,4.89
US,84,18.0,Desert Wind 2010 Desert Wind Vineyard Merlot (Wahluke Slope),Merlot,Desert Wind,grandview,46.22,-119.75
France,83,14.0,La Cheteau NV Brut d'Argent Brut Blanc de Blancs Sparkling (Vin Mousseux),Sparkling Blend,La Cheteau,libourne,44.86,-0.35
US,83,38.0,Lazy River 2007 Pinot Noir,Pinot Noir,Lazy River,forest grove,45.34,-123.19
Australia,87,10.0,Oxford Landing 2016 Chardonnay (South Australia),Chardonnay,Oxford Landing,gawler,-34.44,139.01
France,87,18.0,Petite Sirène 2015  Bordeaux,Bordeaux-style Red Blend,Petite Sirène,paris,48.88,2.34
Italy,87,24.0,Armilla 2014  Rosso di Montalcino,Sangiovese,Armilla,roccastrada,43.02,11.44
France,87,15.0,Château Haut-Mouleyre 2014 Grand Réserve  (Bordeaux),Bordeaux-style Red Blend,Château Haut-Mouleyre,libourne,44.89,-0.07
France,87,29.0,Château Méric 2014  Médoc,Bordeaux-style Red Blend,Château Méric,royan,45.41,-1.0
Italy,87,21.0,Uggiano 2012 Riserva  (Chianti),Red Blend,Uggiano,maglie,40.09,18.42
Italy,89,40.0,Tenuta Chiccheri 2007 Vigneto di Campo delle Strie  (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Tenuta Chiccheri,chiampo,45.52,11.19
US,89,36.0,Topel 2007 Estate Blend Red (Mendocino),Red Blend,Topel,ukiah,38.95,-123.13
Italy,85,15.0,Abbazia Monte Oliveto 2007  Vernaccia di San Gimignano,Vernaccia,Abbazia Monte Oliveto,sinalunga,43.18,11.54
Australia,85,19.0,Coldstream Hills 2007 Sauvignon Blanc (Yarra Valley),Sauvignon Blanc,Coldstream Hills,healesville,-37.72,145.46
New Zealand,85,19.0,Forrest Estate 2007 Pinot Gris (Marlborough),Pinot Gris,Forrest Estate,havelock,-41.5,173.82
Portugal,85,20.0,Quinta do Côtto 2005 Red (Douro),Portuguese Red,Quinta do Côtto,godim,41.17,-7.85
Spain,89,16.0,Bodegas Rafael Cambra 2010 Soplo Garnacha (Valencia),Garnacha,Bodegas Rafael Cambra,villena,38.78,-0.78
Spain,89,35.0,Bodegas y Viñedos Tábula 2009 Damana Crianza  (Ribera del Duero),Tempranillo,Bodegas y Viñedos Tábula,valladolid,41.64,-4.34
US,89,20.0,Mettler Family Vineyards 2010 Epicenter Old Vine Zinfandel (Lodi),Zinfandel,Mettler Family Vineyards,lodi,38.1,-121.22
France,89,16.0,Gassier 2012 Château Beaulieu Rosé (Côtes de Provence),Rosé,Gassier,nimes,43.79,4.37
Italy,89,25.0,Perticaia 2009  Montefalco Rosso,Red Blend,Perticaia,foligno,42.88,12.61
France,89,55.0,Château le Temple 2009  Médoc,Bordeaux-style Red Blend,Château le Temple,blanquefort,44.97,-0.61
Italy,88,28.0,Poggio Stenti 2008 Tribolo  (Montecucco),Sangiovese,Poggio Stenti,roccastrada,42.95,11.44
Chile,88,18.0,Catrala 2007 Grand Reserve Limited Edition Chardonnay (Casablanca Valley),Chardonnay,Catrala,villa alemana,-33.2,-71.38
Italy,88,90.0,Il Palazzone 2006  Brunello di Montalcino,Sangiovese Grosso,Il Palazzone,sinalunga,43.05,11.48
Italy,87,11.0,Villa Pillo 2006 Cingalino Red (Toscana),Red Blend,Villa Pillo,castelfiorentino,43.56,10.96
US,87,27.0,Madroña 2004 Malbec (El Dorado),Malbec,Madroña,placerville,38.74,-120.72
Germany,87,19.0,Gunderloch 2006 Jean-Baptiste Kabinett Riesling (Rheinhessen),Riesling,Gunderloch,ginsheim-gustavsburg,49.91,8.34
Spain,87,49.0,Heretat Montrubí 2004 Gaintus Red (Vino de Mesa),Red Blend,Heretat Montrubí,vilanova del cami,41.44,1.61
US,87,32.0,Dutcher Crossing 2006 Stuhlmuller Vineyard Chardonnay (Alexander Valley),Chardonnay,Dutcher Crossing,healdsburg,38.71,-122.97
Italy,87,22.0,Capoverso 2005 Capoverso Sangiovese (Toscana),Sangiovese,Capoverso,montepulciano,43.14,11.89
France,87,20.0,Château Haut Selve 2003  Graves,Bordeaux-style Red Blend,Château Haut Selve,aubenas,44.39,4.26
Argentina,86,14.0,Belasco de Baquedano 2014 Rosa de Argentina Rosado de Malbec (Mendoza),Malbec,Belasco de Baquedano,lujan,-33.12,-68.92
Argentina,86,11.0,Bodega Privada 2012 Roble Oak Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Bodega Privada,san vicente,-34.6,-58.37
Argentina,86,22.0,Cicchitti 2013 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Cicchitti,mendoza,-32.92,-68.74
US,86,45.0,Creekside Cellars 2012 Franc Cabernet Franc (Grand Valley),Cabernet Franc,Creekside Cellars,golden,39.63,-105.32
Australia,86,19.0,Jip Jip Rocks 2013 Shiraz-Cabernet (Padthaway),Shiraz-Cabernet,Jip Jip Rocks,mount gambier,-36.73,140.61
Australia,91,18.0,Maverick 2014 Breechens Shiraz (Barossa),Shiraz,Maverick,gawler,-34.52,139.0
US,91,32.0,Waterloo 2015 The Harvest of Beulah Land Mourvèdre (Paso Robles),Mourvèdre,Waterloo,waterloo,38.32,-90.16
Germany,91,25.0,Weingut Stiftung St. Nikolaus-Hospital 2015 Cardinal Cusanus Stiftswein Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Weingut Stiftung St. Nikolaus-Hospital,morbach,49.92,7.07
France,91,20.0,Domaine Dozon 2015 Clos du Saut au Loup  (Chinon),Cabernet Franc,Domaine Dozon,saumur,47.11,0.26
Spain,87,46.0,Artemayor NV IV Bobal (Utiel-Requena),Bobal,Artemayor,requena,39.51,-1.14
US,87,12.0,Hyatt 2009 Syrah (Rattlesnake Hills),Syrah,Hyatt,toppenish,46.44,-120.28
Italy,87,15.0,Cantina Negrar 2010 Le Roselle  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Cantina Negrar,negrar,45.52,10.94
France,88,13.0,La Forge Estate 2015 Chardonnay (Pays d'Oc),Chardonnay,La Forge Estate,chateau-thierry,48.98,3.29
US,88,12.0,Sand Point 2013 Merlot (Clarksburg),Merlot,Sand Point,kirkland,47.67,-122.28
Chile,88,11.0,Viña el Aromo 2012 Private Reserve Malbec (Maule Valley),Malbec,Viña el Aromo,talca,-35.43,-71.64
France,88,17.0,W. Gisselbrecht 2015 Tradition Pinot Gris (Alsace),Pinot Gris,W. Gisselbrecht,selestat,48.32,7.43
US,88,65.0,Clovis Point 2013 Archeology Red (North Fork of Long Island),Red Blend,Clovis Point,mastic,40.96,-72.57
France,88,11.0,Collin-Bourisset 2015  Beaujolais,Gamay,Collin-Bourisset,macon,46.21,4.77
US,88,25.0,Fjord 2014 Cabernet Franc (Hudson River Region),Cabernet Franc,Fjord,rapid city,43.95,-103.52
Portugal,84,12.0,Solar de Cambres 2014 Casa de Cambres Colheita Red (Douro),Portuguese Red,Solar de Cambres,lamego,41.13,-7.8
Spain,84,45.0,Bodegas Hispano Suizas 2013 Tantum Ergo Brut Nature Rosé Sparkling (Cava),Sparkling Blend,Bodegas Hispano Suizas,requena,39.47,-1.15
France,84,16.0,Château de Jonquieres 2015 Cuvée Cersius Rosé (Languedoc),Rosé,Château de Jonquieres,sete,43.68,3.47
Spain,83,15.0,Carbó NV Semi Seco Sparkling (Cava),Sparkling Blend,Carbó,el vendrell,41.22,1.54
Portugal,83,7.0,Quinta Monteiro de Matos 2014 Terras de Paul Red (Tejo),Portuguese Red,Quinta Monteiro de Matos,alcanena,39.37,-8.61
Spain,83,11.0,Mas Fi NV Brut Sparkling (Cava),Sparkling Blend,Mas Fi,vilanova del cami,41.49,1.64
Italy,90,14.0,Pratesi 2011 Locorosso Sangiovese (Toscana),Sangiovese,Pratesi,agliana,43.82,11.0
France,90,33.0,Domaine Jean Monnier et Fils 2011 Montrevenots Premier Cru  (Beaune),Pinot Noir,Domaine Jean Monnier et Fils,beaune,46.98,4.77
Italy,90,32.0,Elio Grasso 2010 Vigna Martina  (Barbera d'Alba),Barbera,Elio Grasso,alba,44.6,7.98
US,90,39.0,Dewitt 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Dewitt,central point,42.24,-123.11
US,90,75.0,Xurus 2009 Sonatina Vineyard Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Xurus,corte madera,37.93,-122.52
Italy,90,20.0,Roccolo Grassi 2010 La Broia  (Soave),Garganega,Roccolo Grassi,san martino buon albergo,45.48,11.13
Italy,90,25.0,Selva Capuzza 2015 San Vigilio  (Lugana),Turbiana,Selva Capuzza,desenzano del garda,45.42,10.59
US,90,21.0,Halter Ranch 2015 Rosé (Paso Robles),Rosé,Halter Ranch,atascadero,35.64,-120.85
US,90,45.0,JCK Wine Company 2014 Jack Florence Vineyard Zinfandel (Dry Creek Valley),Zinfandel,JCK Wine Company,santa cruz,37.01,-122.02
Australia,87,12.0,Andrew Peace 2006 MasterPeace Chardonnay (South Eastern Australia),Chardonnay,Andrew Peace,swan hill,-35.07,143.33
Italy,87,17.0,Castello di Corbara 2004 Red Blend Red (Lago di Corbara),Red Blend,Castello di Corbara,orvieto,42.7,12.21
France,86,13.0,Domaine Martin 2016 Le Perd son Pain Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine Martin,colmar,48.08,7.36
France,86,16.0,Lieubeau 2016 La Fruitière Folle Blanche Gros Plant,Gros Plant,Lieubeau,vertou,47.11,-1.44
Argentina,86,22.0,Encendido 2015 Chardonnay (Mendoza),Chardonnay,Encendido,mar del plata,-38.13,-57.73
France,86,46.0,Gyéjacquot Frères NV Collection Brut  (Champagne),Champagne Blend,Gyéjacquot Frères,tournon-sur-rhone,45.07,4.8
New Zealand,86,22.0,Kennedy Point 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Kennedy Point,auckland,-36.81,175.03
Argentina,86,10.0,Marco Zunino 2014 Estancia Argentina Malbec (Mendoza),Malbec,Marco Zunino,san rafael,-34.75,-68.1
US,86,20.0,Van Duzer 2016 Pinot Noir Rosé (Willamette Valley),Rosé,Van Duzer,dallas,44.99,-123.28
Spain,86,20.0,1+1=3 NV Rosé Sparkling (Cava),Sparkling Blend,1+1=3,sant pere de ribes,41.39,1.7
US,92,35.0,Eight Bells 2014 Eight Clones Red Willow Vineyard Syrah (Yakima Valley),Syrah,Eight Bells,seattle,47.67,-122.32
US,92,38.0,Holdredge 2015 Pinot Noir (Russian River Valley),Pinot Noir,Holdredge,healdsburg,38.61,-122.86
Spain,92,37.0,Valenciso 2009 Reserva  (Rioja),Tempranillo,Valenciso,miranda de ebro,42.54,-2.83
US,91,65.0,Lichen Estate 2014 Estate Pinot Noir (Anderson Valley),Pinot Noir,Lichen Estate,ukiah,39.05,-123.41
Argentina,91,49.0,Puramun 2013 Co Fermented Red (Valle de Uco),Malbec-Petit Verdot,Puramun,lujan,-33.73,-69.12
Austria,91,16.0,Strehn 2015 Blaufränkisch (Burgenland),Blaufränkisch,Strehn,sopron,47.59,16.64
Italy,91,28.0,Tenuta Sarno 1860 2015  Fiano di Avellino,Fiano,Tenuta Sarno 1860,avellino,40.91,14.77
France,93,27.0,Domaine la Bastide Blanche 2011 Red (Bandol),Rhône-style Red Blend,Domaine la Bastide Blanche,sanary-sur-mer,43.22,5.75
France,89,45.0,Château Laroque 2013  Saint-Émilion,Bordeaux-style Red Blend,Château Laroque,castelnau-le-lez,43.79,3.9
France,89,110.0,Château Latour à Pomerol 2013  Pomerol,Bordeaux-style Red Blend,Château Latour à Pomerol,saint-medard-en-jalles,45.18,-0.75
France,89,42.0,Château Le Boscq 2013  Saint-Estèphe,Bordeaux-style Red Blend,Château Le Boscq,saint-medard-en-jalles,45.27,-0.78
France,89,25.0,Château Saint-André Corbin 2013  Saint-Georges-Saint-Émilion,Bordeaux-style Red Blend,Château Saint-André Corbin,libourne,44.93,-0.14
US,89,22.0,Barra of Mendocino 2011 Estate Grown Petite Sirah (Mendocino),Petite Sirah,Barra of Mendocino,ukiah,39.25,-123.21
Austria,89,30.0,Hiedler 2014 Steinhaus Reserve Riesling (Kamptal),Riesling,Hiedler,langenlois,48.47,15.67
Austria,89,29.0,Hutter 2013 Alte Point Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,Hutter,krems,48.39,15.59
France,89,45.0,Le Nardian 2013  Bordeaux Blanc,Bordeaux-style White Blend,Le Nardian,libourne,44.85,-0.16
Spain,88,17.0,Heredad Ugarte 2011 Cincuenta  (Rioja),Tempranillo,Heredad Ugarte,logrono,42.57,-2.61
France,88,14.0,Vignobles Raymond 2014 En Mémoire du  (Bordeaux),Malbec,Vignobles Raymond,libourne,44.65,-0.15
Italy,88,75.0,Cascina del Monastero 2012 Bricco Luciani  (Barolo),Nebbiolo,Cascina del Monastero,alba,44.63,7.96
France,88,32.0,Château Bardins 2011  Pessac-Léognan,Bordeaux-style Red Blend,Château Bardins,begles,44.76,-0.55
France,88,15.0,Château Chapelle d'Aliénor 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Chapelle d'Aliénor,libourne,44.89,-0.16
France,88,14.0,Château de Lardiley 2015 Sauvignon  (Bordeaux Blanc),Bordeaux-style White Blend,Château de Lardiley,libourne,44.64,-0.3
